,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,incident_date,Birdstrikes_N,name,elevation_ft,municipality,coordinates,long,lat,zipcode,incident_date,prcp,avg_wind_speed
21,2010,1,8,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1850.0,133.0,6.0,J2109,MALLARD,1,NONE,2010-01-08,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-08,13,12
22,2010,1,9,TRS,AIRTRAN AIRWAYS,B-737-700,KJAX,JACKSONVILLE INTL,FL,TAKEOFF RUN,DAY,0.0,110.0,0.0,YI010,TREE SWALLOW,1,NONE,2010-01-09,87,Jacksonville International Airport,30.0,Jacksonville,"-81.68789672851562, 30.49410057067871",-81.68789672851562, 30.49410057067871,32218,2010-01-09,3,34
23,2010,1,9,BUS,BUSINESS,GULFSTREAM V,KSDL,SCOTTSDALE ARPT,AZ,LANDING ROLL,NIGHT,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-09,3,Scottsdale Airport,1510.0,Scottsdale,"-111.91100311279, 33.622898101807",-111.91100311279, 33.622898101807,85260,2010-01-09,0,4
24,2010,1,10,SWA,SOUTHWEST AIRLINES,B-737-700,KSAN,SAN DIEGO INTL,CA,APPROACH,DAY,600.0,135.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-10,45,San Diego International Airport,17.0,San Diego,"-117.190002441, 32.7336006165",-117.190002441, 32.7336006165,92101,2010-01-10,0,12
25,2010,1,10,BTA,EXPRESSJET (CONTINENTAL EXPRS),EMB-145,KORF,NORFOLK INTL,VA,TAKEOFF RUN,DAY,0.0,160.0,0.0,ZT1,BLACKBIRD,1,NONE,2010-01-10,49,Norfolk International Airport,26.0,Norfolk,"-76.20120239257812, 36.89459991455078",-76.20120239257812, 36.89459991455078,23502,2010-01-10,0,51
26,2010,1,10,SKW,SKYWEST AIRLINES,EMB-120,KSFO,SAN FRANCISCO INTL ARPT,CA,APPROACH,DAWN,50.0,130.0,0.0,NE1,GULL,1,NONE,2010-01-10,155,San Francisco International Airport,13.0,San Francisco,"-122.375, 37.61899948120117",-122.375, 37.61899948120117,94128,2010-01-10,0,11
27,2010,1,10,SWA,SOUTHWEST AIRLINES,B-737-700,KTUL,TULSA INTL,OK,APPROACH,NIGHT,1800.0,220.0,8.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-10,56,Tulsa International Airport,677.0,Tulsa,"-95.88809967041016, 36.19839859008789",-95.88809967041016, 36.19839859008789,74115,2010-01-10,0,30
28,2010,1,10,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,LANDING ROLL,DAY,0.0,110.0,0.0,O2211,SPOTTED DOVE,1,NONE,2010-01-10,72,Lihue Airport,153.0,Lihue,"-159.33900451660156, 21.97599983215332",-159.33900451660156, 21.97599983215332,96766,2010-01-10,0,39
29,2010,1,11,AAY,ALLEGIANT AIR,MD-82,KSGF,SPRINGFIELD-BRANSON NATIONAL,MO,TAKEOFF RUN,DAY,0.0,125.0,0.0,ZX3,SPARROW,1,NONE,2010-01-11,33,Springfield Branson National Airport,1268.0,Springfield,"-93.38860321, 37.24570084",-93.38860321, 37.24570084,65803,2010-01-11,0,50
30,2010,1,11,SWA,SOUTHWEST AIRLINES,B-737-300,KAUS,AUSTIN-BERGSTROM INTL,TX,APPROACH,NIGHT,1200.0,130.0,4.0,J2140,RUDDY DUCK,1,NONE,2010-01-11,213,Austin Bergstrom International Airport,542.0,Austin,"-97.6698989868164, 30.194499969482422",-97.6698989868164, 30.194499969482422,78719,2010-01-11,0,7
31,2010,1,11,COA,CONTINENTAL AIRLINES,B-737-900,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,20.0,140.0,0.0,YH004,HORNED LARK,1,NONE,2010-01-11,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-11,0,15
32,2010,1,12,JBU,JETBLUE AIRWAYS,EMB-190,KAUS,AUSTIN-BERGSTROM INTL,TX,LANDING ROLL,DAY,0.0,110.0,0.0,Y,PERCHING BIRDS,1,NONE,2010-01-12,213,Austin Bergstrom International Airport,542.0,Austin,"-97.6698989868164, 30.194499969482422",-97.6698989868164, 30.194499969482422,78719,2010-01-12,0,13
33,2010,1,13,DAL,DELTA AIR LINES,B-757-200,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,DAY,50.0,150.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-13,155,San Francisco International Airport,13.0,San Francisco,"-122.375, 37.61899948120117",-122.375, 37.61899948120117,94128,2010-01-13,3,51
34,2010,1,13,SWA,SOUTHWEST AIRLINES,B-737-700,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,APPROACH,NIGHT,5000.0,250.0,20.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-13,112,Norman Y. Mineta San Jose International Airport,62.0,San Jose,"-121.929001, 37.362598",-121.929001, 37.362598,95110,2010-01-13,46,21
35,2010,1,14,AWE,US AIRWAYS,A-320,KSMF,SACRAMENTO INTL,CA,CLIMB,DAWN,4000.0,200.0,5.0,J2131,NORTHERN SHOVELER,1,PRECAUTIONARY LANDING,2010-01-14,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-14,3,23
36,2010,1,14,HAL,HAWAIIAN AIR,B-767-300,KSAN,SAN DIEGO INTL,CA,CLIMB,DAY,50.0,165.0,0.0,NE1,GULL,1,NONE,2010-01-14,45,San Diego International Airport,17.0,San Diego,"-117.190002441, 32.7336006165",-117.190002441, 32.7336006165,92101,2010-01-14,0,15
37,2010,1,15,BUS,BUSINESS,LEARJET-45,KOAK,METRO OAKLAND INTL,CA,APPROACH,DUSK,50.0,117.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-15,132,Metropolitan Oakland International Airport,9.0,Oakland,"-122.221001, 37.721298",-122.221001, 37.721298,94621,2010-01-15,0,17
38,2010,1,15,UAL,UNITED AIRLINES,A-320,KLGA,LA GUARDIA ARPT,NY,TAKEOFF RUN,DUSK,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-15,151,La Guardia Airport,21.0,New York,"-73.872597, 40.777199",-73.872597, 40.777199,11371,2010-01-15,0,47
39,2010,1,16,SWA,SOUTHWEST AIRLINES,B-737-500,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,1200.0,210.0,3.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-01-16,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-16,3,13
40,2010,1,16,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,1000.0,125.0,3.0,ZT101,RED-WINGED BLACKBIRD,2-10,NONE,2010-01-16,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-16,3,13
41,2010,1,16,JBU,JETBLUE AIRWAYS,A-320,KMCO,ORLANDO INTL,FL,LANDING ROLL,DAY,0.0,150.0,0.0,N5111,KILLDEER,1,NONE,2010-01-16,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-01-16,18,46
42,2010,1,16,BUS,BUSINESS,PA-46 MALIBU,KSCK,STOCKTON METRO,CA,CLIMB,DAY,2500.0,150.0,9.0,UNKBL,UNKNOWN LARGE BIRD,1,PRECAUTIONARY LANDING,2010-01-16,8,Stockton Metropolitan Airport,33.0,Stockton,"-121.2379989624, 37.894199371338",-121.2379989624, 37.894199371338,95206,2010-01-16,0,9
43,2010,1,17,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,TAKEOFF RUN,DAY,0.0,130.0,0.0,ZT1,BLACKBIRD,1,NONE,2010-01-17,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-01-17,28,71
44,2010,1,17,SWA,SOUTHWEST AIRLINES,B-737-500,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,3000.0,180.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-17,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-01-17,28,71
45,2010,1,17,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,APPROACH,DAY,50.0,140.0,0.0,ZY102,CHESTNUT MUNIA,2-10,NONE,2010-01-17,72,Lihue Airport,153.0,Lihue,"-159.33900451660156, 21.97599983215332",-159.33900451660156, 21.97599983215332,96766,2010-01-17,0,35
46,2010,1,17,SKW,SKYWEST AIRLINES,EMB-120,KOXR,OXNARD ARPT,CA,CLIMB,DUSK,150.0,150.0,0.0,I1102,GREAT BLUE HERON,1,NONE,2010-01-17,7,Oxnard Airport,45.0,Oxnard,"-119.20700073242, 34.200801849365",-119.20700073242, 34.200801849365,93030,2010-01-17,292,21
47,2010,1,17,UAL,UNITED AIRLINES,A-320,KRDU,RALEIGH-DURHAM INTL,NC,CLIMB,DAY,20.0,140.0,0.0,NE1,GULL,2-10,NONE,2010-01-17,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560,2010-01-17,371,33
48,2010,1,18,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DAY,0.0,127.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-18,70,Hilo International Airport,38.0,Hilo,"-155.04800415039062, 19.721399307250977",-155.04800415039062, 19.721399307250977,96720,2010-01-18,0,23
49,2010,1,19,UPS,UPS AIRLINES,MD-11,PANC,TED STEVENS ANCHORAGE INTL,AK,APPROACH,DAY,200.0,165.0,1.0,YM1201,COMMON RAVEN,2-10,NONE,2010-01-19,19,Ted Stevens Anchorage International Airport,152.0,Anchorage,"-149.99600219726562, 61.174400329589844",-149.99600219726562, 61.174400329589844,99502,2010-01-19,0,16
50,2010,1,19,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,APPROACH,NIGHT,50.0,130.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,2-10,NONE,2010-01-19,72,Lihue Airport,153.0,Lihue,"-159.33900451660156, 21.97599983215332",-159.33900451660156, 21.97599983215332,96766,2010-01-19,0,47
51,2010,1,19,CFS,EMPIRE AIRLINES,ATR-42,KMSO,MISSOULA INTL ARPT,MT,APPROACH,NIGHT,40.0,110.0,0.0,R2009,BARRED OWL,1,NONE,2010-01-19,4,Missoula International Airport,3206.0,Missoula,"-114.0910034, 46.91630173",-114.0910034, 46.91630173,59808,2010-01-19,3,12
52,2010,1,19,SWA,SOUTHWEST AIRLINES,B-737-500,KMCO,ORLANDO INTL,FL,CLIMB,DAWN,1200.0,200.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-19,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-01-19,0,12
53,2010,1,20,BUS,BUSINESS,BE-200 KING,KPHX,PHOENIX SKY HARBOR INTL ARPT,AZ,LANDING ROLL,NIGHT,0.0,40.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-01-20,88,Phoenix Sky Harbor International Airport,1135.0,Phoenix,"-112.01200103759766, 33.43429946899414",-112.01200103759766, 33.43429946899414,85034,2010-01-20,0,31
54,2010,1,20,HAL,HAWAIIAN AIR,B-717-200,PHLI,LIHUE ARPT,HI,LANDING ROLL,DAY,0.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-20,72,Lihue Airport,153.0,Lihue,"-159.33900451660156, 21.97599983215332",-159.33900451660156, 21.97599983215332,96766,2010-01-20,0,83
55,2010,1,21,JBU,JETBLUE AIRWAYS,A-320,KJFK,JOHN F KENNEDY INTL,NY,APPROACH,NIGHT,50.0,137.0,0.0,J2109,MALLARD,2-10,NONE,2010-01-21,159,John F Kennedy International Airport,13.0,New York,"-73.7789, 40.639801",-73.7789, 40.639801,11430,2010-01-21,0,24
56,2010,1,22,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DUSK,0.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-01-22,70,Hilo International Airport,38.0,Hilo,"-155.04800415039062, 19.721399307250977",-155.04800415039062, 19.721399307250977,96720,2010-01-22,0,25
57,2010,1,22,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,APPROACH,DAY,1800.0,180.0,12.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-01-22,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235,2010-01-22,0,60
58,2010,1,23,SWA,SOUTHWEST AIRLINES,B-737-700,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,CLIMB,DAY,50.0,150.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-01-23,181,Southwest Florida International Airport,30.0,Fort Myers,"-81.75520324707031, 26.53619956970215",-81.75520324707031, 26.53619956970215,33913,2010-01-23,33,26
59,2010,1,24,BUS,BUSINESS,GULFAERO IV,KFRG,REPUBLIC AIRPORT,NY,DESCENT,DUSK,4000.0,250.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-24,7,Republic Airport,82.0,Farmingdale,"-73.4133987427, 40.7288017273",-73.4133987427, 40.7288017273,11735,2010-01-24,0,33
60,2010,1,24,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1000.0,135.0,4.0,J2104,NORTHERN PINTAIL,1,NONE,2010-01-24,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-24,20,6
61,2010,1,25,SWA,SOUTHWEST AIRLINES,B-737-700,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,NIGHT,50.0,150.0,0.0,I1102,GREAT BLUE HERON,1,NONE,2010-01-25,155,San Francisco International Airport,13.0,San Francisco,"-122.375, 37.61899948120117",-122.375, 37.61899948120117,94128,2010-01-25,71,39
62,2010,1,25,SWA,SOUTHWEST AIRLINES,B-737-300,KABQ,ALBUQUERQUE INTL SUNPORT,NM,TAKEOFF RUN,DAY,0.0,110.0,0.0,YH004,HORNED LARK,2-10,NONE,2010-01-25,50,Albuquerque International Sunport,5355.0,Albuquerque,"-106.609001, 35.040199",-106.609001, 35.040199,87116,2010-01-25,0,21
63,2010,1,26,BUS,BUSINESS,LEARJET-45,KMCI,KANSAS CITY INTL,MO,TAKEOFF RUN,DAY,0.0,115.0,0.0,K3302,RED-TAILED HAWK,1,NONE,2010-01-26,151,Kansas City International Airport,1026.0,Kansas City,"-94.713898, 39.2976",-94.713898, 39.2976,64153,2010-01-26,0,45
64,2010,1,27,AAL,AMERICAN AIRLINES,MD-82,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,CLIMB,DAY,50.0,170.0,0.0,YI010,TREE SWALLOW,1,NONE,2010-01-27,181,Southwest Florida International Airport,30.0,Fort Myers,"-81.75520324707031, 26.53619956970215",-81.75520324707031, 26.53619956970215,33913,2010-01-27,0,23
65,2010,1,27,SWA,SOUTHWEST AIRLINES,B-737-300,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,LANDING ROLL,DUSK,0.0,110.0,0.0,YI010,TREE SWALLOW,2-10,NONE,2010-01-27,181,Southwest Florida International Airport,30.0,Fort Myers,"-81.75520324707031, 26.53619956970215",-81.75520324707031, 26.53619956970215,33913,2010-01-27,0,23
66,2010,1,27,ACA,AIR CANADA,A-320,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,LANDING ROLL,DUSK,0.0,130.0,0.0,YI010,TREE SWALLOW,1,NONE,2010-01-27,181,Southwest Florida International Airport,30.0,Fort Myers,"-81.75520324707031, 26.53619956970215",-81.75520324707031, 26.53619956970215,33913,2010-01-27,0,23
67,2010,1,27,AAL,AMERICAN AIRLINES,MD-82,KDEN,DENVER INTL AIRPORT,CO,LANDING ROLL,DUSK,0.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-27,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249,2010-01-27,5,34
68,2010,1,28,SKW,SKYWEST AIRLINES,CRJ900,KSLC,SALT LAKE CITY INTL,UT,TAKEOFF RUN,DAY,0.0,140.0,0.0,YH004,HORNED LARK,1,NONE,2010-01-28,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116,2010-01-28,0,23
69,2010,1,28,AWE,US AIRWAYS,A-319,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,APPROACH,DAY,5.0,120.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-28,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208,2010-01-28,0,19
70,2010,1,29,GLA,GREAT LAKES AIRLINES,BE-1900,KGCK,GARDEN CITY REGIONAL,KS,APPROACH,NIGHT,10.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-29,4,Garden City Regional Airport,2891.0,Garden City,"-100.723999023, 37.9275016785",-100.723999023, 37.9275016785,67846,2010-01-29,175,43
71,2010,1,29,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,50.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-29,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-29,5,20
72,2010,1,30,GFT,GULFSTREAM INTL AIRLINES,BE-1900,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAKEOFF RUN,NIGHT,0.0,90.0,0.0,I1102,GREAT BLUE HERON,1,PRECAUTIONARY LANDING,2010-01-30,165,Fort Lauderdale Hollywood International Airport,9.0,Fort Lauderdale,"-80.152702, 26.072599",-80.152702, 26.072599,33315,2010-01-30,0,46
73,2010,1,30,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,3000.0,200.0,4.0,J2104,NORTHERN PINTAIL,2-10,NONE,2010-01-30,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-01-30,0,26
74,2010,1,31,TCF,SHUTTLE AMERICA,EMB-170,KRDU,RALEIGH-DURHAM INTL,NC,APPROACH,NIGHT,1500.0,140.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-31,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560,2010-01-31,0,10
